"id","user_id","1c_id","1cuser_id","type_order_id","type_client_id","client_name","user_company","phone","delivery_town","delivery_street","delivery_house","delivery_house_block","delivery_office","type_payment_id","company_full","edrpou","inn","code_index","region","area","city","street","house","house_block","office","comment","status_id","created_at","updated_at"
"17","15","NULL","NULL","1","0","","АСУ","80674653421","","","0","","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-07 22:23:23","2017-04-07 22:23:23"
"18","15","NULL","NULL","1","0","","АСУ","80674653421","","","0","","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","999999","1","2017-04-07 22:23:48","2017-04-07 22:23:48"
"19","15","NULL","NULL","1","1","","АСУ","80674653421","","","0","","0","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-09 08:17:21","2017-04-09 08:17:21"
"20","15","NULL","NULL","4","0","","NULL","80674653421","","","0","","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","test status","1","2017-04-09 12:06:16","2017-04-09 12:06:16"
"21","15","NULL","NULL","1","2","","АСУ","43243243","","","0","","0","3","АСУ Прект Инжиниринг","1234567891","1234567891","12345","Одесская обл","Приморский рн.","Одесса","NULL","12","1","4","","1","2017-04-09 15:30:56","2017-04-09 15:30:56"
"22","15","NULL","NULL","3","1","","NULL","80674653421","","","0","","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-09 15:40:59","2017-04-09 15:40:59"
"23","15","NULL","NULL","1","2","","Елтекс","43243243","","","0","","0","2","АСУ Прект Инжиниринг ЕЛТЕКС","1234567891","NULL","12345","Одесская обл","Приморский рн.","Одесса","NULL","12","1","4","","1","2017-04-09 17:22:20","2017-04-09 17:22:20"
"24","15","NULL","NULL","1","1","","NULL","43243243","","","0","","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-09 17:23:35","2017-04-09 17:23:35"
"25","15","NULL","NULL","1","1","Иванов","NULL","43243243","","","0","","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-10 19:23:29","2017-04-10 19:23:29"
"26","15","NULL","NULL","1","1","Иванов","NULL","43243243","","","0","","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-10 19:45:06","2017-04-10 19:45:06"
"27","15","NULL","NULL","1","2","Иванов","Елтекс","43243243","","","0","","0","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-10 20:01:29","2017-04-10 20:01:29"
"28","15","NULL","NULL","3","1","Иванов","NULL","43243243","","","0","","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","test htfryht","3","2017-04-10 20:02:50","2017-06-15 19:33:42"
"29","16","NULL","NULL","1","1","Петров","NULL","4324324","","","0","","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-13 20:33:09","2017-04-13 20:33:09"
"30","16","NULL","NULL","1","2","Петров","","4324324","","","0","","0","2","ЭЛТЕКС","123456789","NULL","12345","йцку","йцук","йцук","йцук","1","1","1","","1","2017-04-13 20:49:00","2017-04-13 20:49:00"
"31","16","NULL","NULL","1","2","Петров","1","4324324","","","0","","0","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-13 20:49:21","2017-04-13 20:49:21"
"32","16","NULL","NULL","1","2","Петров","1","1432","","","0","","0","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-13 21:00:11","2017-04-13 21:00:11"
"33","17","NULL","NULL","1","1","Иванов","NULL","432432","","","0","","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-13 21:12:42","2017-04-13 21:12:42"
"34","18","NULL","NULL","1","2","Bdf","","1243","","","0","","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-13 21:21:40","2017-04-13 21:21:40"
"35","18","NULL","NULL","1","2","Bdf","","1243","","","0","","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-13 21:28:07","2017-04-13 21:28:07"
"36","18","NULL","NULL","1","2","Bdf","","1243","","","0","","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-13 21:28:46","2017-04-13 21:28:46"
"37","18","NULL","NULL","1","2","Bdf","","1243","","","0","","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-13 21:29:05","2017-04-13 21:29:05"
"38","18","NULL","NULL","1","2","Bdf","","1243","","","0","","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-13 21:29:47","2017-04-13 21:29:47"
"39","18","NULL","NULL","1","2","Bdf","","1243","","","0","","0","1","ELTEX","43243243","432432432","27332","","","","","","","","","3","2017-04-13 21:35:12","2017-05-15 20:22:47"
"40","18","NULL","NULL","1","2","Bdf","","1243","","","0","","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-13 21:36:17","2017-04-13 21:36:17"
"41","18","NULL","NULL","1","2","Bdf","","1243","","","0","","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","4","2017-04-13 22:08:39","2017-04-18 20:33:46"
"42","1","NULL","NULL","1","1","trtretretr","NULL","15454354354","","","0","","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-05-11 19:26:02","2017-05-11 19:26:02"
"43","12","NULL","NULL","1","1","Kuzma","NULL","123456789","","","0","","0","1","ELTEX","54354354","987e44435d","27332","Odessskaya","Frunze","Odessa","Kalinina","46","1","1","","1","2017-05-11 19:36:53","2017-05-15 20:27:41"
"44","12","NULL","NULL","1","1","54354cvtresfg","NULL","4324","","","0","","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","4","2017-05-11 19:38:21","2017-05-11 20:49:33"
"45","12","NULL","NULL","4","1","54354cvtresfg","NULL","4324","","","0","","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","4","2017-05-11 19:39:57","2017-05-11 21:20:37"
"46","12","NULL","NULL","1","1","54354cvtresfg","NULL","4324","","","0","","0","3","","","","","","","","","","","","","1","2017-05-16 21:22:05","2017-06-14 20:58:55"
"47","15","NULL","NULL","3","2","Иванов","Елтекс","432432431","","","0","","0","2","АСУ Прект Инжиниринг ЕЛТЕКС","1234567891","NULL","12345","Одесская обл","Приморский рн.","Одесса","Ленина","12","1","4","","3","2017-06-18 07:37:25","2017-06-22 21:38:26"
"48","15","NULL","NULL","3","2","Иванов","Елтекс","432432431","","","0","","0","2","АСУ Прект Инжиниринг ЕЛТЕКС","1234567891","NULL","12345","Одесская обл","Приморский рн.","Одесса","Ленина","12","1","4","","2","2017-06-18 07:37:33","2017-06-20 22:22:58"
"49","15","NULL","NULL","1","2","Иванов","Елтекс","432432431","","","0","","0","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-08-04 20:33:53","2017-08-04 20:33:53"
"50","19","NULL","NULL","1","1","Петров","NULL","1234567891","","","0","","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","тест","1","2017-09-29 11:17:14","2017-09-29 11:17:14"
"51","20","NULL","NULL","1","1","ytrytrt","NULL","1234567891","","","0","","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6465465","1","2017-09-29 11:18:51","2017-09-29 11:18:51"
"52","20","NULL","NULL","1","1","ytrytrt","NULL","1234567891","Одесса","Ленина","23","1","54354343","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-09-29 14:20:20","2017-09-29 14:20:20"
"53","20","NULL","NULL","1","1","ytrytrt","NULL","1234567891","Одесса","Пушкинская","76","б","34","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-09-29 14:21:24","2017-09-29 14:21:24"
"54","20","NULL","NULL","1","1","ytrytrt","NULL","1234567891","Odessa","Lenin","33","a","90","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-09-29 14:29:36","2017-09-29 14:29:36"
"55","20","NULL","NULL","1","1","ytrytrt","NULL","1234567891","Odessa","Leninstr","3","54354343","54354343","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-09-29 14:33:06","2017-09-29 14:33:06"
"56","20","NULL","NULL","1","1","ytrytrt","NULL","1234567891","Odessa","Admir","55","","54354343","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-09-29 14:40:27","2017-09-29 14:40:27"
"57","20","NULL","NULL","1","1","ytrytrt","NULL","1234567891","54354343","54354343","12","","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-09-29 14:45:14","2017-09-29 14:45:14"
"58","20","NULL","NULL","1","1","ytrytrt","NULL","1234567891","54354343","54354343","54354343","","","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-09-29 14:50:34","2017-09-29 14:50:34"
"59","18","NULL","NULL","1","2","Bdf","","1243","132","132","132","132","132","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","2","2017-09-29 16:26:46","2018-02-18 19:42:06"
"60","21","NULL","NULL","1","2","Firm UTA","","1234567891","tretretre","tretretre","12","","","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","2","2017-09-29 17:44:53","2018-01-31 09:55:38"
"61","1","NULL","NULL","1","1","trtretretr","NULL","0976541234","Одесса","Ленина","33","","","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","2018-04-04 09:08:24","2018-04-04 09:08:24"
